,wine_alcohol,wine_category,wine_country,wine_description,wine_name,wine_point,wine_price,wine_region,wine_variety,year
116,20.0,Port/Sherry,Portugal,"Densely textured with dusty tannins and full of black plum skin and prune flavors, this is a ripe, complex wine. Its sweeter character does not spoil the great structure and dry core that will allow this exemplary wine to age. Drink from 2029. ",Poças 2016 Vintage  (Port),96,100,Port,Port, 2016
117,20.0,Port/Sherry,Portugal,"This is a juicy wine, with dense black fruits that are cut by bright acidity. The tannins give power and long-term aging potential to this impressive wine. Drink from 2028. ",Warre's 2016 Vintage  (Port),96,110,Port,Port, 2016
118,20.0,Port/Sherry,Portugal,"This finely balanced wine is rich with tannins as well as powerful black fruits. Its mineral texture and perfumes add complexity to the ripeness of the wine. This is a wine for long-term aging, concentrated and dense with great fruits. Drink from 2029. ",Wine & Soul 2016 Pintas Vintage  (Port),97,90,Port,Port, 2016
119,20.0,Port/Sherry,Portugal,"The wine has great swathes of black fruit at the same time as powerful tannins. That makes for a rich balanced wine, destined for long-term aging. There is a floral element that will soften and broaden out to give a satisfyingly ripe, never too sweet, wine. Drink from 2028. ",Rozes 2016 Quinta do Pégo Vintage  (Port),97,61,Port,Port, 2016
120,20.0,Port/Sherry,Portugal,"This finely structured wine is powered by fine tannins and rich fruits. A touch of acidity comes through the rich berry flavors and the concentration of the dark tannins. This wine will certainly age, don't drink before 2028. ",W. & J. Graham's 2016 Vintage  (Port),97,150,Port,Port, 2016
121,20.0,Port/Sherry,Portugal,"The wine is dense, packed with great fruits and tannins, dark and concentrated, and full of perfumed black fruits. It is a wine that makes a great statement of ripe fruits and tannins for long-term aging. Drink from 2028. ",Quinta do Vesuvio 2016 Capela Vintage  (Port),97,182,Port,Port, 2016
122,20.0,Port/Sherry,Portugal,"Very floral, intense and ripe, this is a wine that is based around big black fruits as well as fine acidity. It is obviously destined for long aging with its powerful dry tannins and perfumed acidity. Drink this wine from 2028. ",Dow's 2016 Vintage  (Port),97,150,Port,Port, 2016
123,20.0,Port/Sherry,Portugal,"This bottling brings together a fine structure with great fruit to give a luscious wine that is also destined for long-term aging. With its ripe berry flavors sustained by some acidity, this is already balanced. Drink from 2028 ",Fonseca 2016 Vintage  (Port),97,120,Port,Port, 2016
124,20.0,Port/Sherry,Portugal,"Ripe, structured while also fruity, this intense, perfumed Port is opulent while also elegant. Its tannins and great fruit are finely integrated and are rich with potential. Black fruits, berries and a juicy aftertaste add freshness to the wine. Drink from 2028. ",Taylor Fladgate 2016 Vintage  (Port),98,120,Port,Port, 2016
126,20.0,Port/Sherry,Portugal,"A beautifully balanced, rich wine, this has great tannins, a dense, firm texture and luscious blackberry fruits. It shows the structure of the vintage while also bringing a fresher element. Jammy but never cloying, this is an impressive wine for the long term. Drink from 2029. ",Barão de Vilar 2016 Maynard's Vintage  (Port),99,65,Port,Port, 2016
127,20.0,Port/Sherry,Portugal,"This is a ripe and generous wine, with tannins that are well integrated into the powerful black-fruit core. It is rich in a black plum flavor that's cut by fine acidity. Complex, balanced and full of long-term potential, drink this impressive wine from 2029. ",Sandeman 2016 Vintage  (Port),99,118,Port,Port, 2016
128,20.0,Port/Sherry,Portugal,"A ripe wine that has great fruit as well as tannins, this is rich and perfumed. It has a layer of minerality that brings it close to the tough schist of the Douro. At the same time, the rich fruits are generous. The potential is excellent. Drink from 2029. ",Ferreira 2016 Vintage  (Port),99,95,Port,Port, 2016
129,20.0,Port/Sherry,Portugal,"A superbly intense wine of great concentration, this has a generous structure and abundant ripe-fruit tones. Its tannins are fully intact, promising an immensely long aging period. It's rich, but also fresh in acidity and juicy black-fruit flavors. Drink from 2029. ",W. & J. Graham's 2016 The Stone Terraces Vintage  (Port),100,230,Port,Port, 2016
130,20.0,Port/Sherry,Portugal,"A perfumed wine, this has structure, fine tannins and a rich texture. It is full of black-currant and berry fruits as well as concentration and juicy acidity. This wine will develop gently and be ready to drink from 2027. ",Quinta do Vale Meão 2016 Vintage  (Port),94,89,Port,Port, 2016
131,20.0,Port/Sherry,Portugal,Floral aromas lead to a ripe generously structured Port. The tannins may be firm but they are also rich bringing black-cherry fruits along with them. This is a wine with excellent potential. Drink from 2027. ,Quinta Vale Dona Maria 2016 Vintage  (Port),94,60,Port,Port, 2016
132,20.0,Port/Sherry,Portugal,"Packed with powerful tannins, this is a dark and concentrated wine. It has sweetness as well as great ripe black fruit and a dark texture. This is a rich wine that is destined for a long aging. Drink from 2028. ",Quinta do Portal 2016 Vintage  (Port),94,70,Port,Port, 2016
133,20.0,Port/Sherry,Portugal,"Ripe blueberry fruits are balanced by the dark tannins of this rich wine. It is a powerful statement, celebrating great fruit and rich tannins. Drink this fine wine from 2028. ",Churchill's 2016 Quinta da Gricha Vintage  (Port),94,65,Port,Port, 2016
134,20.0,Port/Sherry,Portugal,"Full and rich, the wine has dark tannins and dense blackberry flavors. It is generous wine—juicy, perfumed and layered with impressive tannins. This is a wine with a long-term future, drink from 2028. ",Smith Woodhouse 2016 Vintage  (Port),94,82,Port,Port, 2016
135,20.0,Port/Sherry,Portugal,The wine is beautifully balanced with ripe tannins and powerfully dense fruit. Layers of blackberry fruits are contrasted with the big tannins and perfumed acidity. There is a mineral edge to this powerful wine that will allow it to age very well. Drink from 2028. ,Rozes 2016 Vintage  (Port),94,59,Port,Port, 2016
138,20.0,Port/Sherry,Portugal,"This balanced wine is sumptuous with ripe fruit while also being seriously structured. It is packed with ripe berry flavors that are lifted by the acidity and filled out with tannins. This wine with its perfumed, mineral edge should age well. Drink from 2028. ",Quinta do Mourão 2016 São Leonardo Vintage  (Port),95,120,Port,Port, 2016
139,20.0,Port/Sherry,Portugal,"While the wine is floral, its perfumed fruits are seriously balanced by the dark and ripe tannins. It has a strongly mineral edge that goes with great black-currant fruit that give an edge of freshness to this otherwise dark, powerful wine. Drink from 2027. ",Lima Smith 2016 Tecedeiras Vintage  (Port),95,69,Port,Port, 2016
140,20.0,Port/Sherry,Portugal,"The structured tannins of this wine shine through the powerful fruits, holding the promise of excellent aging. It is a firm style of wine that is lifted by vibrant fruit flavors. Opulent, bold and ripe, drink from 2028. ",Barão de Vilar 2016 Vintage  (Port),95,58,Port,Port, 2016
141,19.5,Port/Sherry,Portugal,"This is a finely perfumed wine with swathes of ripe berry fruits and a generous texture. A dry style of vintage, it emphasizes spice, the bite of the spirit as well as the opulent black-plum and raisin fruit flavors. There is great potential in this fine wine. Drink from 2027. ",Quinta de la Rosa 2016 Vintage  (Port),95,90,Port,Port, 2016
142,20.0,Port/Sherry,Portugal,"Firm, perfumed and structured this is wine with a fine future. Its firm tannins are beautifully integrated with the generous black fruits and lightened by acidity. It is a very fine wine that will age slowly and impressively. Drink from 2028. ",Noble & Murat 2016 Vintage  (Port),95,120,Port,Port, 2016
143,20.0,Port/Sherry,Portugal,"Ripe black fruits shine through the rich tannins of this perfumed wine. It has a fine juicy character, balanced with the generous tannins and acidity. This is a full-bore wine, likely to be ready to drink from 2028. ",Burmester 2016 Vintage  (Port),95,70,Port,Port, 2016
144,20.0,Port/Sherry,Portugal,"This is a jammy, ripe and deeply rich wine. Its firm tannins are fully integrated with the powerful black fruits to give a wine with great potential longevity. The end has an almost fresh aftertaste. Drink from 2027. ",Quinta do Vesuvio 2016 Vintage  (Port),95,115,Port,Port, 2016
145,20.0,Port/Sherry,Portugal,"The wine has structure, swathes of juicy fruit and acidity along with fine tannins. It is certainly balanced with deliciously luscious fruit, and a rich texture that is suggesting good aging potential. Drink from 2028. ",Cockburn's 2016 Vintage  (Port),95,110,Port,Port, 2016
146,20.0,Port/Sherry,Portugal,"Juicy, luscious and with excellent ripe fruit, this is a balanced wine with a fine future. Its tannins are almost sweet to match the sweetness of the berry fruits. As it ages, this will be a lovely wine. Drink from 2027. ",Croft 2016 Vintage  (Port),95,100,Port,Port, 2016
147,20.0,Port/Sherry,Portugal,"Jammy and luscious, this ripe wine's tannins are embraced by the rich texture. Its structure and big blackberry flavors are already well integrated giving a wine that has both great fruit and a backup of tannins. Drink from 2026. ",Cálem 2016 Vintage  (Port),91,67,Port,Port, 2016
148,20.0,Port/Sherry,Portugal,"Traditional foot treading in lagars gives this wine its opulent character and generous black fruits. Tannins and berry flavors are enveloped by rich dried fruits, a touch of toffee and the potential of a smooth texture as wine ages further. Drink now, although the wine will be better from 2021. ",Quinta do Sagrado 2012 Late Bottled Vintage  (Port),92,25,Port,Port, 2012
149,20.0,Port/Sherry,Portugal,"Very ripe fruit give this wine a surprisingly soft texture. It has generous tannins to go with this opulent fruitiness. The wine is going to age relatively quickly, so drink from 2026. ",Quinta do Noval 2016 Vintage  (Port),92,126,Port,Port, 2016
150,20.0,Port/Sherry,Portugal,A jammy wine with fresh acidity as well as bright fruit. It seems to have missed out on structure although smoky fruit is right there. That suggests a wine that will age relatively quickly. Think about drinking this wine from 2026. ,Quinta da Romaneira 2016 Vintage  (Port),92,75,Port,Port, 2016
151,20.0,Port/Sherry,Portugal,"While the wine has plenty of acidity to keep the fruit fresh, it also has a core of fine tannins to give structure. It is a dry style of Port, firmly anchored in both black-currant fruits and a concentrated texture. Drink this fine wine from 2028. ",Quinta de São José 2016 S.J. Vintage  (Port),92,62,Port,Port, 2016
152,20.0,Port/Sherry,Portugal,"The wine is richly balanced, with sweet prune flavors as well as a core of dense tannins. A touch of perfume, nothing excessive, gives the wine extra complexity and is already attractive. Drink this wine from 2027. ",Churchill's 2016 Vintage  (Port),92,65,Port,Port, 2016
154,20.0,Port/Sherry,Portugal,"There is a fresh character to this wine with its black-currant fruits lifting the tannins. At the same time, the spirit edge and the juicy fruit are balanced by the firm structure. Drink this wine from 2027. ",Vieira de Sousa 2016 Vintage  (Port),93,55,Port,Port, 2016
155,20.0,Port/Sherry,Portugal,"Perfumed berry fruits and ripe tannins give the wine great attractiveness. At the same time, tannins give the aging potential. It is rich, packed with dark fruits and firmly structured. Drink this wine from 2028. ",Quinta do Portal 2016 Quinta dos Muros Vintage  (Port),93,67,Port,Port, 2016
156,20.0,Port/Sherry,Portugal,"Packed with tannins, this is fully structured wine. Its dark texture and sweet berry fruits are cut with acidity and still touched by the spirit. It is sure to come together well to give a wine that is rich, fruity and structured for the long term. Drink from 2029. ",Quinta Seara d'Ordens 2016 Talentus Vintage  (Port),93,49,Port,Port, 2016
157,20.0,Port/Sherry,Portugal,The wine is floral with great fruit that is tending to dominate the essential tannins. That suggests a wine that will be drinkable earlier rather than later. It is certainly an attractive wine in a fruity way—ripe potentially sweet. Drink this wine from 2027. ,Quinta do Passadouro 2016 Passadouro Vintage  (Port),93,43,Port,Port, 2016
